Timestamp,Raw_MQ-3b,Raw_MQ-3,Raw_MQ-9B,Smoothed_MQ-3b,Smoothed_MQ-3,Smoothed_MQ-9B
2025-06-08 20:29:57.376,-0.3335832426074514,0.09459541855155251,0.7362123911973946,-0.03335832426074514,0.00945954185515525,0.07362123911973946
2025-06-08 20:29:57.921,-0.35140512219335385,0.1353237745826812,0.7362123911973946,-0.06849883648008052,0.02299191931342337,0.14724247823947892
2025-06-08 20:29:58.341,-0.36922700177925627,0.14550586359046314,0.7183933882779892,-0.10542153665800616,0.03754250567246968,0.21908181706727783
2025-06-08 20:29:58.774,-0.3870488813651587,0.15823347485019124,0.7005743853585837,-0.14412642479452203,0.053365853157488805,0.2891392556031362
2025-06-08 20:29:59.178,-0.4074167437490468,0.14296034133851787,0.667481951365402,-0.1848680991694267,0.0676618872913406,0.3558874507396764
2025-06-08 20:29:59.585,-0.41250870934501904,0.15059690809435455,0.664936379519772,-0.22611897010392862,0.08272157810077604,0.4223810886916536
2025-06-08 20:30:00.001,-0.42014665773897697,0.15568795259824508,0.6623908076741429,-0.2681336358778263,0.09829037336060056,0.4886201694590679
2025-06-08 20:30:00.414,-0.43033058893092146,0.1480513858424084,0.6420262329091084,-0.31116669477091846,0.1130955119448414,0.5528227927499787
2025-06-08 20:30:00.866,-0.4456064857188373,0.13277825233073592,0.616570514452814,-0.3557273433428022,0.126373337177915,0.6144798441952601
2025-06-08 20:30:01.298,-0.4481524685168239,0.13786929683462645,0.6114793707615558,-0.40054259019448457,0.14016026686137764,0.6756277812714158
2025-06-08 20:30:01.699,-0.45324443411279614,0.1276872078268445,0.5987515115334086,-0.41250870934501904,0.14346944578890683,0.6618816933050171
2025-06-08 20:30:02.100,-0.46342836530473974,0.10986855206322588,0.5860236523052622,-0.42371103365615764,0.14092392353696132,0.6468628194158039
2025-06-08 20:30:02.499,-0.46342836530473974,0.10986855206322588,0.5809325086140031,-0.433131170008706,0.13736019238423758,0.6331167314494053
2025-06-08 20:30:02.901,-0.47361229649668424,0.10986855206322588,0.5656590775402268,-0.4417875115218585,0.13252370010554104,0.6196252006675695
2025-06-08 20:30:03.302,-0.47106631369869767,0.10477750755933446,0.5631135056945977,-0.4481524685168236,0.1287054167276227,0.6091883561004892
2025-06-08 20:30:03.704,-0.4659743481027263,0.10477750755933446,0.5631135056945977,-0.45349903239259437,0.12412347667412069,0.5990060687179717
2025-06-08 20:30:04.106,-0.4761582792946699,0.09459541855155251,0.5452945027751923,-0.45910019454816364,0.11801422326945143,0.5872964382280766
2025-06-08 20:30:04.506,-0.4761582792946699,0.08950437404766198,0.5503856464664514,-0.4636829635845385,0.11215952208997679,0.5781323795838109
2025-06-08 20:30:04.904,-0.48379622768862873,0.0818678072918253,0.530021071701416,-0.4675019377815176,0.10706847758608573,0.5694774353086711
2025-06-08 20:30:05.307,-0.4888881932846001,0.07932228503988004,0.5274754998557869,-0.47157551025829525,0.10121377640661108,0.5610770482180942
2025-06-08 20:30:05.709,-0.4863422104866144,0.07677676278793388,0.530021071701416,-0.4748852878956771,0.09612273190272003,0.554204004234895
2025-06-08 20:30:06.109,-0.49143417608258666,0.06659467378015194,0.5096564969363815,-0.47768586897346177,0.09179534407441263,0.546567288698007
2025-06-08 20:30:06.514,-0.49398015888057234,0.05641258477236999,0.49947420955386335,-0.48074104833104503,0.08644974734532704,0.538421458791993
2025-06-08 20:30:06.944,-0.49398015888057234,0.053867062520424724,0.49438306586260516,-0.48277783456943385,0.08084959839104693,0.5312938576242308
2025-06-08 20:30:07.375,-0.49143417608258666,0.058958107024315254,0.5020197813994933,-0.4848146208078227,0.07626765833754501,0.5251844851947204
2025-06-08 20:30:07.779,-0.4888881932846001,0.053867062520424724,0.5096564969363815,-0.4871060053260101,0.07117661383365403,0.5198387843188987
2025-06-08 20:30:08.208,-0.4888881932846001,0.05641258477236999,0.5020197813994933,-0.4883789967250031,0.06735833045573578,0.5155113121813288
2025-06-08 20:30:08.607,-0.4990721244765446,0.04368497351264189,0.4842007784800879,-0.4906703812431906,0.06277639040223378,0.5088928253826925
2025-06-08 20:30:09.010,-0.49398015888057234,0.05641258477236999,0.5020197813994933,-0.49168877436238495,0.06023086815028824,0.5060926963525002
2025-06-08 20:30:09.423,-0.4965261416785589,0.04368497351264189,0.48165520663445793,-0.4924525692017808,0.05666713699756443,0.5015106670303673
2025-06-08 20:30:09.840,-0.5041640900725168,0.03350288450485994,0.4714729192519407,-0.4942347571603711,0.05233974916925703,0.4956558517854198
2025-06-08 20:30:10.252,-0.4888881932846001,0.05132154026847857,0.49947420955386335,-0.49398015888057245,0.050812435818089696,0.49463762304716796
2025-06-08 20:30:10.681,-0.48379622768862873,0.04368497351264189,0.486746350325717,-0.49296176576137807,0.04953967469211688,0.49336483712435336
2025-06-08 20:30:11.082,-0.46088238250675406,0.04368497351264189,0.4892919221713461,-0.48965198812399624,0.048521465791338605,0.49285572275522743
2025-06-08 20:30:11.485,-0.4659743481027263,0.03350288450485994,0.4714729192519407,-0.4871060053260102,0.04597594353939307,0.4898010365404722
2025-06-08 20:30:11.885,-0.48379622768862873,0.02586631774902326,0.46129063186942343,-0.4865968087664131,0.043175869062252924,0.48496445003377636
2025-06-08 20:30:12.287,-0.49398015888057234,0.023320795497077995,0.45365391633253527,-0.4871060053260103,0.03986669013472373,0.4801278635270806
2025-06-08 20:30:12.689,-0.4965261416785589,0.02077527324513273,0.45365391633253527,-0.4868514070462117,0.03757572010797281,0.4770731773123253
2025-06-08 20:30:13.095,-0.49398015888057234,0.023320795497077995,0.4638362037150525,-0.4868514070462117,0.03426654118044361,0.4732548195438812
2025-06-08 20:30:13.523,-0.4888881932846001,0.018229750993186578,0.46129063186942343,-0.48608761220681584,0.03172101892849808,0.47121836206737777
2025-06-08 20:30:13.928,-0.49143417608258666,0.013138706489296048,0.45365391633253527,-0.48481462080782284,0.02968460112694169,0.46943646177543724
2025-06-08 20:30:14.335,-0.4990721244765446,0.010593184237350783,0.4485627726412762,-0.4858330139270173,0.025611765523828912,0.4643453180841785
2025-06-08 20:30:14.763,-0.49398015888057234,0.028411840000969413,0.47401849109756977,-0.48685140704621166,0.024084452172661662,0.4630725321613638
2025-06-08 20:30:15.169,-0.5016181072745303,0.00804766198540463,0.4460172007956471,-0.49092497952298925,0.02052072101993794,0.4587450600237939
2025-06-08 20:30:15.498,-0.5016181072745303,0.00804766198540463,0.4485627726412762,-0.49448935544016964,0.017975198767992407,0.45645404536272743
2025-06-08 20:30:15.803,-0.5016181072745303,0.00804766198540463,0.4460172007956471,-0.4962715433987598,0.016193333191630542,0.4549267022553498
2025-06-08 20:30:16.129,-0.4990721244765446,0.015684228741241313,0.45874506002379345,-0.49678073995835703,0.015429676516046875,0.45543581662447563
2025-06-08 20:30:16.429,-0.49398015888057234,0.02077527324513273,0.46129063186942343,-0.49652614167855835,0.015429676516046875,0.45619948817816447
2025-06-08 20:30:16.723,-0.5041640900725168,0.002956617481514101,0.44092605710438804,-0.49754453479775285,0.013393258714490486,0.453908473517098
